,title,date,contents,link
1820,지금이 제철9 능이버섯,2012.09.19.,준비하기 위해 서원면 주민들은 요즘 능이 채취에 나선다. 지난해에는 가뭄 탓에 능이가 적게 났지만 올해는 비가 많이 와 능이를 비롯해 가을 버섯이 풍년 조짐을 보이고 있다. 춘천= [관련 뉴스] [☞채널A 인터넷 토픽!],http://news.donga.com/3/all/20120925/49648052/1
1821,최경주 담배연기꽁초  골품 기대하세요,2012.09.19.,최경주는 2008년 소니오픈 우승 이후 지난해 플레이어스 챔피언십에서 우승할 때까지 약 40개월간 ‘우승 가뭄’에 시달렸다. 그때도 ‘이제 끝난 게 아니냐’는 눈길이 적지 않았지만 그는 “장거리 비행을 하려면...,http://news.donga.com/3/all/20120928/49737942/1
1822,동아광장김용하대선후보들 국가위기 극복할 전략 있나,2012.09.19.,"지난겨울엔 이상한파, 올여름엔 가뭄을 동반한 이상고온 등 극에서 극으로 치닫는 날씨 변화는 지구온난화가 가져오고 있는 또 하나의 리스크다. 세계 각지에서 나타나는 물 부족이나 식량안보와 관련된 우려도 남의...",http://news.donga.com/3/all/20120928/49737821/1
1823,78억유로 추가 긴축 그리스 예산안 발표,2012.09.19.,안도니스 사마라스 그리스 총리는 그리스 주간지 ‘토 비마’와의 회견에서 “그리스 경제는 마치 가뭄으로 말라붙은 논바닥이 비를 기다리듯이 지원을 고대하고 있다”며 구제금융의 조속한 집행을 요구했다....,http://news.donga.com/3/all/20121003/49812542/1
1824,짧고 둥근 쌀  길고 차진 쌀로 바꾼다,2012.09.19.,몇십 년 만에 닥친 ‘봄 가뭄’과 늦여름 잇따른 태풍 때문에 벼 이삭이 하얗게 부스러지거나 쭉정이가... ○ 병충해·가뭄도 극복해야 야생 벼가 가진 환경·재해저항성 유전자는 육종에 좋은 재료다. 올해 7월...,http://news.donga.com/3/all/20121005/49864499/1
1825,유전자변형 옥수수 놓고 유럽 유해성논란 재가열,2012.09.19.,"빌 게이츠가 설립한 게이츠재단은 올해 7월부터 비료 없이도 잘 자라는 GM 작물 개발에 지원을 시작했고, 가뭄 저항성 옥수수를 개발해 아프리카에 보급하는 프로젝트도 진행 중이다. 실제로 게이츠는 올 초 유엔...",http://news.donga.com/3/all/20121005/49864545/1
1826,사설중국 관광객 막 대해선 선진부국 못 된다,2012.09.19.,불황과 내수 침체가 밀어닥친 한국 경제에 가뭄 속의 단비 같은 고객이다. 올해 중국 중추제(추석)와 건국기념일(10월 1일)이 겹치는 황금연휴(9월 30일∼10월 7일)에만 10만 명의 유커가 한국을 찾아 2억 달러를 소비하고...,http://news.donga.com/3/all/20121006/49892137/1
1827,오늘의 채널배급 줄어들땐 밥 먹을래가 최고의 인사,2012.10.06.,대홍수와 가뭄으로 극심한 식량난에 직면한 북한에선 배급이 크게 줄거나 중단되기 시작했다. 출연자 윤아영은 “배급이 줄어들자 죽은 사람 몫까지 조금이라도 배급을 더 타기 위해 사망신고를 하지 않는 현상이...,http://news.donga.com/3/all/20121006/49892715/1
1828,고개숙일 줄 모르는 국제곡물가,2012.10.06.,가뭄 여파 7월이후 급등… 9월 지수 올해 들어 최고치 [동아일보] 세계적 기상이변으로 국제 곡물가격이... 이 지수는 지난해 4월(265) 고점을 찍은 뒤 올해 5월(221)까지 하락세를 보였지만 가뭄 등 기상이변이...,http://news.donga.com/3/all/20121007/49923949/1
1829,뉴스줌인 애플 앱 순위 조작에 철퇴 내리나,2012.10.09.,"매일 순위가 급변하는 척박한 앱스토어에서, 이러한 프로모션 마케팅은 소규모 앱 개발사들에게 가뭄의 단비가 되는 셈이다. 이 달콤한 프로모션 앱을 애플이 전면 차단하겠다고 나선 것. 앱 개발자들이 볼멘소리를 할수...",http://it.donga.com/newsbookmark/11259/
1830,기고차피득4대강 사업 잘했다고 이젠 말할 수 있다,2012.10.09.,"올해는 전국적으로 극심한 가뭄이 닥쳤지만 4대강의 보(洑) 16곳에 저장해 놓은 물 4억 m³가량을 여의도 13배... 환경이 파괴된다며 4대강 사업을 반대하던 측 인사 가운데는, 과거에 현 정부가 4대강 사업으로 가뭄 문제를...",http://news.donga.com/3/all/20121010/49983917/1
1831,민중으로서의 글쓰기 주장해온 2012년 노벨문학상 작가 모옌,2012.10.09.,"혹독한 가뭄, 극심한 홍수, 외세의 침략 등 혼란 속에서 드러나는 인간 본성을 적나라하게 원고지에 옮겼다. 대표작 ‘홍까오량 가족’은 장이머우(張藝謀) 감독이 영화 ‘붉은 수수밭’으로 옮겨 1988년 베를린 영화제...",http://news.donga.com/3/all/20121012/50047560/1
1832,oodining 30박재순 농어촌공사 사장 약초로 건강한 제품 만들어 한방의 세계화 이룬다,2012.10.17.,"올해 극심한 가뭄이 닥쳤지만 둑 높이기 사업이 끝난 20개 저수지는 평년보다 높은 저수량을 보여 농업용수를 원활히 공급할 수 있었다. 해외농업개발, 농지연금, 농업회사 육성 등 농어촌의 미래를 위한 핵심사업도...",http://news.donga.com/3/all/20121016/50143431/1
1833,기후변화 두려워말라 적응하면 블루오션,2012.10.17.,몬산토도 가뭄 저항성 유전자 기술을 통해 물이 부족한 극한 상황에서도 수확량을 안정적으로 유지할 수... 몬산토는 단순히 종자를 판매하는 데 그치지 않고 식량 부족이 심각한 지역에 대해서는 가뭄저항성 옥수수를...,http://news.donga.com/3/all/20121017/50189856/1
1834,2이슈황룡 심장에 미래을 꽂다,2012.10.20.,"하지만 기후변화에 따라 긴 가뭄이 지속된 데다 인구 및 가축이 증가하면서 방목이 과다해지고, 사람들이 초원을 무분별하게 경작지로 바꿔 온 것까지 맞물리면서 사막으로 변했다. 사막이 점점 더 영토를 넓혀가는...",http://news.donga.com/3/all/20121019/50248390/1
1835,양희영 세상엔 놓칠수 없는 게 있지,2012.10.20.,우승 가뭄에 시달렸던 박세리가 소속사 주최 대회에서 우승한 뒤 자신감을 되찾은 것처럼 2006년 LPGA투어 타일랜드 챔피언십 이후 우승과 인연을 맺지 못한 한희원이 이번 대회를 통해 재도약할 수 있을지 주목된다....,http://news.donga.com/3/all/20121023/50309171/1
1836,서울 갈래 임용시험 다시 보는 교사들,2012.10.20.,서울 초등교사에 2681명 몰려… 응시자 38%가 타지역 교사 농촌은 ‘교사 가뭄’ 하소연 [동아일보] 대도시로 근무지를 옮기기 위해 임용시험을 다시 치르는 초등학교 교사가 크게 늘어나고 있다. 서울시교육청은 최근...,http://news.donga.com/3/all/20121030/50483636/1
1837,뉴스룸정양환핼러윈이라는 이름의 전차,2012.10.20.,올해 미국이 21세기 최악의 가뭄을 겪는 바람에 ‘핼러윈의 상징’ 호박 값이 가파르게 뛰었다. 중국 경기 둔화와 임금 상승은 ‘메이드 인 차이나’ 파티복과 장식 가격을 올려 놓았다. 어린이 비만 논란이 일면서 비싼...,http://news.donga.com/3/all/20121102/50567992/1
1838,사설4대강 보 철거 아마추어 실험이 새 정치 아니다,2012.10.20.,해마다 봄 가뭄에 시달리며 건천(乾川·물 마른 내)이 되고 말았던 4대강 줄기가 보 덕분에 풍부한 수량을... 설령 보에 강물을 가둬놓아 일시적으로 녹조가 생겼다 치더라도 환경피해로 발생한 비용과 가뭄 및 홍수 조절에...,http://news.donga.com/3/all/20121105/50619456/1
1839,마야문명 멸망 원인 가뭄으로 인한 왕권약화 알아낸 방법은,2012.11.16.,"원인은 가뭄으로 인한 왕권 약화 때문인 것으로 나타났다. 마야 문명기인 BC 600~440년은 습윤기라 농산물 생산이 급증해 전성기를 누렸지만, 660년~1000년 사이에는 극심한 건조기가 지속됐고, 가뭄이 극에 달해...",http://dkbnews.donga.com/3/all/20121116/50891612/3
1840,대구경북청도반시 떨떠름한 풍년,2012.11.19.,가을 가뭄 탓에 크기가 작은 데다 다른 지역 주산지 생산량이 늘면서 가격이 예년에 비해 뚝 떨어졌기 때문이다. 청도군에 따르면 올해 예상되는 청도반시 생산량은 4만7000t. 최대 풍년이던 지난해보다 15% 이상 늘었다....,http://news.donga.com/3/all/20121118/50938268/1
1841,광주전남전남 논밭 30 연내 친환경 인증 받을것,2012.11.19.,"가뭄과 폭염, 태풍 등 이상기후로 경작에 어려움이 많았지만 보리, 밀, 무, 배추 등 특화작물 작황이 좋고 친환경농업 신규 인증 면적이 더해져 9만3000ha 달성이 가능할 것으로 전망된다. 전남은 전국 친환경 인증면적...",http://news.donga.com/3/all/20121118/50938179/1
1842,박주영 두달만에 2호골,2012.11.19.,그러나 이후 극심한 골 가뭄에 시달려 “팀 내 입지가 불안하다”는 평가까지 받았다. 파코 에레라 셀타 비고 감독은 “박주영의 활약이 기대에 미치지 못한다”고 불평을 하기도 했다. 그러나 박주영은 위기의 순간에...,http://news.donga.com/3/all/20121120/50964921/1
1843,청년드림체험 파워기업티켓몬스터 우린 아직 어린 회사 직원이 아닌 동료를 뽑습니다,2012.11.19.,김상훈 기자 sanhkim@donga.com ▼ 딜로이트컨설팅이 추천합니다 ▼ 판로 개척에 어려움을 겪는 많은 중소기업들에 최근 가뭄의 단비로 떠오른 것이 ‘소셜커머스’다. 적은 비용으로 짧은 시간에 비교적 광범위한 소비자 층을...,http://news.donga.com/3/all/20121121/50992299/1
1844,신문과 놀자동아일보 기사로 배우는 영어 한마디11월 22일,2012.11.19.,Some of the delicacies forecast to disappear from our plates.) 기후변화로 유럽과 미국에 심한 가뭄이 닥쳤습니다. 이에 따라 돼지사료의 가격이 올라 돼지고기의 공급이 크게 줄었다고 합니다....,http://news.donga.com/3/all/20121122/51018808/1
1845,기고박재광선진국의 댐과 보는 관광자원이다,2012.11.19.,댐은 물을 저장하거나 방류하면서 홍수와 가뭄을 극복하는 역할을 한다. 홍수 시 물이 빨리 빠져나가도록... 그러나 지난여름 104년 만의 가뭄에도 4대강에 설치된 양·취수장에서는 보 건설로 일정한 수위가 유지되어...,http://news.donga.com/3/all/20121122/51044633/1
1846,오늘의 채널한방의 노안 예방차 양방의 변비 해결법,2012.11.19.,한의사들은 변을 못 보는 이유를 ‘가뭄’에 비유하며 쾌변을 위한 마사지 비법을 알려준다. 양의사들은 변비를 조장하는 원인이 ‘습관’ 이라고 지적한다. [☞채널A 인터넷 토픽!],http://news.donga.com/3/all/20121124/51070385/1
1847,포토 fresh 유통혁신 이마트 후레쉬센터,2012.11.19.,"올 한해 우리 나라는 가뭄 폭염 폭우 태풍 등으로 기후가 안 좋았다. 그 결과 대관령의 고랭지 배추는 제대로 크지 못했다. 평균 50%가 넘는 배추가 속이 썩었고 농민은 울었다. 배추 한 포기 가격이 7,000원이 넘었고...",http://news.donga.com/3/all/20121128/51148256/1
1848,국산밀 비싸고 품질 낮다 업계 외면에 찬밥,2012.11.19.,특히 올해는 6월 말부터 가뭄과 폭염 등 기상 여건이 악화되고 중국 인도 등의 육류 소비 증가로 사료용 밀 수요가 늘면서 밀 값이 크게 올랐다. 미국 시카고상업거래소에서 거래된 11월 밀 평균가격은 t당 317달러로...,http://news.donga.com/3/all/20121203/51286240/1
1849,둑 높이니 가뭄홍수 시름 뚝,2012.11.19.,■ 농어촌공사 담수량 확대사업 ‘풍년 도우미’ [동아일보] “가뭄이 심했는데도 걱정 없이 농사를 지은... 김 씨는 최근 몇 년간 ‘봄 가뭄’을 겪으면서 모내기철만 되면 가슴을 졸였다. 그러나 한국농어촌공사가...,http://news.donga.com/3/all/20121204/51312434/1
1850,대기업도 움츠리는 빙하기에 이  미래위해 100억 투자,2012.11.19.,강소기업 해성산전 이현국 대표의 정면승부 [동아일보] 최근 경기 악화에 따른 ‘투자 가뭄’으로 내수 침체에 대한 우려가 높다. 특히 우리나라 전체 고용의 88%를 책임지는 중소기업들의 투자 감소가 심각한 상황이다....,http://news.donga.com/3/all/20121215/51612248/1
1851,글로벌 마켓 뷰2013년 투자 내수산업을 노려라,2012.11.19.,가뜩이나 유럽 재정위기가 해결책의 실마리를 찾지 못하고 미국의 재정절벽(재정지출이 줄면서 경기가 침체되는 현상) 논란으로 세계경제가 시끄러운 가운데 중국의 경제성장 정책은 세계 경제에 가뭄의 단비가 될...,http://news.donga.com/3/all/20121216/51644977/1
1852,이번엔 두부콩나물 안오르는게 없네,2012.11.19.,6월 이후 가뭄 폭염 등 국제적으로 기상여건이 악화되면서 국제 밀 선물시세는 12월 현재 t당 309달러로 1년 전보다 8.4% 올랐다. 9월엔 326달러까지 치솟기도 했다. 한 제분업체 관계자는 “지난달 중순부터 비축해 둔...,http://news.donga.com/3/all/20121217/51677095/1
1853,기성용 23일 맨유전  데뷔골 터질까,2012.11.19.,스완지 이적후 13경기 출전… 오랜 골가뭄 해소될지 관심 [동아일보] 잉글랜드 프리미어리그 스완지시티의... 프리미어리그 최고 인기 구단 중 하나인 맨유와의 경기에서 기성용이 골을 터뜨린다면 오랜 골 가뭄을...,http://news.donga.com/3/all/20121222/51775296/1
1854,남자구경꾼만 우르르작전 실패한 솔로대첩,2012.11.19.,‘가뭄에 콩 나듯이’ 미팅에 성공한 사람도 있었다. 행사에서 만난 장모 씨(25)와 이모 씨(24·여)는 “정통 데이트 코스대로 근처 카페에 가서 커피 한잔 마시고 저녁 먹으러 갈 것이다”라며 만면에 웃음을 지으며 공원을...,http://news.donga.com/3/all/20121225/51822629/1
1855,바닥 친 920억원 베팅 대박 친 37억원 투자,2012.11.19.,"그러나 입단 이후 극심한 골 가뭄에 시달렸다. 지난 시즌에는 32경기에 출전해 6골밖에 넣지 못했고, 이번 시즌에도 개막 후 치러진 12경기에서 4골을 넣는 데 그치며 ‘먹튀’라는 비판을 받고 있었다. 리버풀...",http://news.donga.com/3/all/20121225/51823000/1
1856,대전충남대전시민 도시철도 2호선 올해 최대뉴스 10대 뉴스 1위에 올라,2012.12.26.,"선정된 사업은 △내포 신청사(충남도청 새 청사) 완공 △외자 유치 전국 최우수기관 선정 △전국 최초의 물류기지형 학교급식 지원센터 설치 운영 △104년 만의 가뭄 극복 △충남의 새로운 다짐, 새로운 이미지(New CI)...",http://news.donga.com/3/all/20121225/51841017/1
1857,문화 칼럼김재원주역으로 본 2012 임진년,2012.12.26.,임진년의 경우 대부분 가뭄과 폭우가 심했다. ‘임진(壬辰)’은 바닷물이나 폭우나 큰 강물이 제방에 갇혀... 올해는 100년 만의 가뭄으로 댐과 저수지 등의 저수율이 급격히 떨어져 일부에서 바닥을 드러냈고 밭작물들이...,http://news.donga.com/3/all/20121229/51914216/1
1858,정치적 목적 4대강 반대론자들 총선때 공천 신청 사과해야,2012.12.26.,"그는 “하천 준설을 통해 일 년 내내 물이 흐르는 강을 만들고 홍수, 가뭄에 견딜 수 있는 수자원 관리가... 심 본부장은 “매년 가뭄과 홍수에 시달리는 북한에 가장 필요한 것 중 하나가 강의 정비이며 경색된 대북...",http://news.donga.com/3/all/20121229/51915319/1
1859,김재원의 주역이야기2013 계사년은 작년보다 더 어렵다,2012.12.26.,"여름에는 가뭄으로 인해 소출이 좋지 않아 농산물 가격이 상승하고 실물 경제가 활성화되지 못해 경제적으로 어려움이 많을 것이다. 특히 계사의 사(巳)라는 것이 ‘역마(役馬)’, 즉 이동을 의미하는데 해운 관련 업종에...",http://news.donga.com/3/all/20130101/51973880/1
1860,금융계  사자성어 신년사로 본 2013년 경영화두,2012.12.26.,문재우 손해보험협회장 역시 ‘양농불위 수한불경(良農不爲 水旱不耕)’이라는 구절을 인용하며 “훌륭한 농부는 홍수가 나거나 가뭄이 들어도 밭을 갈지 않는 법이 없다”고 밝혔다. 열정을 잃지 말고 적극적으로 위기...,http://news.donga.com/3/all/20130102/52012096/1
1861,남미 경작지 장기임대 재배후 국내로 반입 검토,2012.12.26.,박 사장은 “지난해 104년 만에 최악의 가뭄이 찾아와 우리 농민들이 어려움을 겪은 만큼 앞으로 농업용 수리 시설 관리 등 관개(灌漑) 시스템이 더욱 중요해질 것”이라고 말했다. 지구온난화로 인한 가뭄 피해로 미국...,http://news.donga.com/3/all/20130108/52146306/1
1862,사설부동산 거래 규제 수요 변화에 맞게 손질해야,2012.12.26.,"악재가 잇따라 터지자 서울 지역의 부동산 중개업소는 집을 사고팔려는 사람들의 발길이 끊기고, 가뭄에 콩 나듯 오던 상담 문의 전화마저 사라졌다. 매수세가 전세로 옮겨가면서 불똥이 전세시장으로 튈 조짐을 보이고...",http://news.donga.com/3/all/20130109/52148894/1
1863,무능한 국정이 서민의 애환 담은 서사시 낳아,2012.12.26.,"떠돌이 여자가 자신의 아기를 길에 버려 호랑이 밥으로 만든 기구한 사연과 18세 소녀가 아버지의 탐욕 때문에 늙은 ‘소경’에게 시집가는 정황, 극심한 가뭄과 두만강을 넘어온 쥐 떼로 고통 받는 변경민의 절규, 땅이...",http://news.donga.com/3/all/20130117/52376457/1
1864,사설4대강 감사 결과 존중하고 고쳐서 더 푸르게,2012.12.26.,3년 8개월간 사업을 진두지휘한 그는 “하천 준설을 통해 1년 내내 물이 흐르는 강을 만들고 홍수와 가뭄에... 따른 가뭄까지 대비하는 건국 이후 최대의 치수(治水) 사업이다. 한반도는 강수량이 집중되는 여름철에 홍수...,http://news.donga.com/3/all/20130119/52429370/1
1865,3개 보 누수균열 안전과 직접 연관없다,2012.12.26.,권 장관은 “홍수뿐만 아니라 기후 변화에 따른 이상 가뭄에 대비해 물을 충분히 확보하기 위한 목적도 있다”라고 말했다. ○ 수질 문제도 이견 감사원은 수질 관리 기준을 생화학적산소요구량(BOD) 중심으로 관리해...,http://news.donga.com/3/all/20130119/52430304/1
1866,대전충남관정업자도 포기한 곳서 지하수 심봤다,2013.01.21.,"지질자원硏, 상습가뭄 서산-태안지역서 시추 성공 [동아일보] 지난해 6월 충남 서산 태안 일대는 전국 최악의 가뭄을 겪었다. 이 지역은 인근에 큰 강이 없어 상습적으로 가뭄에 시달리는 곳인 데다 지난해와 같은 극심한...",http://news.donga.com/3/all/20130120/52457628/1
1867,정부 4대강 사업 총리실 중심 철저한 검증,2013.01.23.,"그는 ""지난해 기록적인 홍수와 가뭄에도 불구하고 4대강 지역에는 피해가 거의 발생하지 않았고 4대강 사업을 벤치마킹하는 나라도 늘어 12조 원 규모의 태국 물 관리 사업에 우리기업이 수주경쟁에 참여하고 있다""고...",http://news.donga.com/3/all/20130123/52524265/1
1868,장재준 코리아 대표 캐딜락  출시 잇단 신차로 명성 되찾겠다,2013.01.24.,신차 부족으로 어려움을 겪었던 GM코리아에게는 그야말로 ‘가뭄에 단비’다. GM코리아는 원래 모기업 제너럴모터스(GM)의 캐딜락과 사브 2개 브랜드를 수입했었다. 그러다 GM이 사브 브랜드를 폐기하며 2009년부터는...,http://news.donga.com/3/all/20130123/52525511/1
1869,정부의 급변사태 대비 비밀문서 과학자 암살을 막아라,2013.01.24.,"지금은 수확기를 맞아 식량난이 일시 해소됐지만, 가뭄과 홍수로 작황이 나빠 내년 봄에는 더 심한 식량난에 빠져들 것이라고 한다. 이러한 상황이 북한 급변사태를 불러올 수 있다. 정부는 북한 급변사태를 어떻게...",http://blog.donga.com/milhoon/archives/994
1870,선데이 타임스 아사 직전  주민 자식 잡아먹어,2013.01.28.,"아시아프레스 기자들은 이 같은 사태가 심각한 가뭄으로 인한 것도 있지만, 노동당 간부와 공무원들이 식량을 모두 징수해 갔기 때문이라고 전했다. 국가에서 군량미와 평양시민에게 배급하는 수도미로 얼마 안 되는...",http://news.donga.com/3/all/20130128/52639121/2
1871,프로농구 예비역 5명 2월 코트 복귀,2013.01.28.,기승호와 차재영의 복귀가 순위 상승의 동력으로 이어지기를 바라고 있다. 특히 부상 선수가 끊이지 않으면서 최근 6연패의 부진에 빠진 삼성에는 차재영의 합류가 가뭄에 단비나 마찬가지다. [☞채널A 인터넷 토픽!],http://news.donga.com/3/all/20130130/52680693/1
1872,실용기타1달러가 있다 어디에 쓸 것인가,2013.01.28.,"지금까지의 전망에 따르면 지중해 국가들과 아프리카 남부, 미국 일부 지역과 호주에는 가뭄이 예상된다. 태평양과 인도양의 많은 섬은 홍수로 땅이 유실될 것이다. 하지만 러시아와 스칸디나비아, 캐나다는 이득을...",http://news.donga.com/3/all/20130202/52761464/1
1873,부울경 방문의 해울산울산이 자랑하는 12,2013.02.07.,12 파래소폭포 울산 울주군 상북면 배내골에 있는 파래소폭포는 15m 높이에서 떨어지는 폭포수와 하얀 물보라가 장관을 연출한다. 소(沼)의 둘레는 100m 정도로 오랜 가뭄에도 마르지 않는다. [☞채널A 인터넷 토픽!],http://news.donga.com/3/all/20130206/52857936/1
1874,이명옥의 가슴속 글과 그림자유보다 절실한 국 한 그릇,2013.02.07.,"멀건 양배추 국이라도, 뜨뜻한 국 한 그릇이 가뭄에 단비같이 간절한 것이다. 국물 한 방울 남기지 않고 단숨에 들이켜게 된다. 이 한 그릇의 양배추 국이 죄수들에겐 자유보다 지금까지의 전 생애보다 아니 앞으로의 모든...",http://news.donga.com/3/all/20130212/52963439/1
