,title,date,contents,link
15,심산의 캐릭터열전폭풍속으로 보디 파도처럼 살다간 반항아,2001.03.22.,나는 “인간의 나약함을 일깨워주기 위해 50년만에 찾아온” 벨스비치의 해일 같은 파도 속으로 사라지는 보디를 보며 그렇게 생각했다. 저렇게 한 세상 살다 가는 것도 괜찮겠군. &lt;시나리오작가&gt; besmart@netsgo.com,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=106&oid=020&aid=0000054551
16,행자부 15일 민방위의 날 주민차량 통제 않키로,2001.05.14.,"행자부는 대신 이번 훈련의 경우 지진과 여름철에 자주 발생하는 풍수해, 해일 등에 대비한 방재훈련을 중점 실시할 예정이다. 행자부는 또 대형 재난에 대응하기 위해 인근 2, 3개 시군구가 연합한 ‘광역...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000064014
17,여행전문가 추천 해변호젓한 바닷가 조용한 휴식,2001.07.04.,태풍 해일을 막기 위해 조림한 소나무 방풍림이 푸른 바다와 어울린 해안풍경은 산뜻. 5분거리의 상주해수욕장에 비해 한적한 편. 금산(주차장)은 10분거리. 남해읍/19번국도/상주/8㎞. 개장 13일∼8월20일....,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=103&oid=020&aid=0000073104
18,금융삼성 인센티브 지급액 크게 늘려,2001.07.11.,이 회장은 최근 전자 및 금융계열 사장단 회의를주재하면서 “어려운 시기일수록 핵심인력과 국내외 우수기술자를 확보해 미래에 대비해야 한다”며 성과보상 원칙을 철저히 적용해일 잘하는 사원에게는 인센티브를...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000074377
19,보상절차신청 어떻게자동차 보험 들었으면 보상,2001.07.16.,"태풍이나 홍수, 해일 등으로 인해 도로유실이나 하천범람지역인 줄 알면서도 무리하게 운행하다가 차량 침수 피해를 보았을 경우에는 통상 관리소홀로 본다. 자가 주차장에서 주차중 주차장 지붕이 붕괴되는 경우에도...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000075193
20,태풍 파북 오후까지 영향남동해 선박 안전운전 주의,2001.08.20.,"이에 따라 남해안은 20일 오후 5시, 서해안은 20일 오후 10시부터 해일주의보가 발령됐고 제주도와 남해 전해상, 동해 남부 전해상에는 20일 밤에 태풍주의보가 내려질 예정이다. 한편 21일 예상 최고기온은 서울 30도...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000080957
21,국내 학원서 고교과정 공부 링컨대 내달 첫선,2001.08.27.,서울링컨스쿨은 공식 고교는 아니지만 학생들은 미국인 강사의 지도로 교과과정을 밟고 우편으로 미국 링컨스쿨에 과제물과 시험 답안을 제출해일정한 학점을 따면 고교 졸업장을 받게 된다. 서울링컨스쿨 등록생은...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000082306
22,송병락교수의 이야기경제학16지식산업시대의 국토,2001.09.09.,지진과 해일 문제도 심각하다. 중국문명의 발상지인 양쯔강 유역도 태풍이나 홍수 피해가 막심하다. 이에 비하면 한반도는 전체가지식산업발전을 촉진할 수 있는 자원덩어리인 셈이다. 새 시대에 맞는 새로운 자원관이...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000084543
23,선진국의 재난관리 시스템,2001.09.17.,지진발생의 위험이 상존하는 일본은 소방청을 중심으로 △도시재해를 맡는 특별구조대 △선박사고 해일 등 자연재해를 담당하는 수난구조대 △산악구조대 △독극물 방사성물질 누출 등을 처리하는 화학기동중대를...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000085780
24,이슈추적태안 모래언덕 또 훼손될 위기,2001.11.11.,특히 안면도 사구는 8000∼1만년에 걸쳐 형성된 국내 최대의 사구로 폭 풍과 해일 등으로부터의 피해를 막아주고 해송(海松)과 염생식물(鹽生植 物)이 많아 보존가치가 큰 것으로 평가받고 있다. 미국 유럽 등...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000095297
25,속으로아틀란티스 특급 화질음향 환상으로의 초대,2002.02.07.,영화 오프닝에서 아틀란티스를 삼키는 거대한 해일이나 잠수함 유리시즈의 수중 장면에서 영어 뿐 아니라 한글더빙으로도 6.1채널의 독특한 매력을 만끽할 수 있다. 주인공이 잃어버린 제국인 아틀란티스를 찾아...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=106&oid=020&aid=0000112081
26,대만 68규모 강진,2002.03.31.,“하지만 정확한피해 상황은 아직 집계되지 않았다”고 보도했다. 한편 일본은 이 지진의 여파로 오키나와(沖繩)현 도서지방에 해일이 발생할 우려가 있다면서 해일주의보를 발표했다. 타이베이·도쿄APAFP종합,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000121421
27,대만 68규모 강진 200여명 사상,2002.03.31.,지진으로 인해 지하철 운행이 중단됐으며 생필품을 사려는 시민들이 줄을 서고 있다고 전했다. 한편 일본은 이 지진의 여파로 오키나와(沖繩)현 도서지방에 해일이 일어날 우려가 있다면서 해일주의보를 발표했다.,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000121570
28,동아광장황호택애국심 패션,2002.06.17.,한국인들의 집단 희열감은 상암 구장 앞 200m짜리 분수보다 더 높이 솟아오르고애국심이 해일처럼 밀려와 반도의 남쪽을 덮어버리는 사태가 일어날 것이다. 일제 강점기를 체험한 나이든 분은 지금까지의 경기...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000135733
29,과학지름 2 추정 소행성 2019년 지구충돌 가능성,2002.07.24.,지름이 1.7㎞ 이상이면 거대한 해일을 일으킬 수 있으며 충돌 확률은 2만년 만에 한 차례다. 충돌을 확신하기에는 변수가 너무 많다는 지적도 있다. 미 항공우주국(NASA) 제트추진연구소 도널드 요먼스 박사는 “NT7이...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000142426
30,횡설수설박영균아마겟돈,2002.07.29.,연구 결과 지구에 충돌하는 소행성의 지름이 7㎞ 이상이면 ‘딥임팩트’에서처럼 전 지구적 재앙이 될 수 있고 지름 1.7㎞이상인 경우엔 거대한 해일을 일으켜 해안도시를 삼킬 수 있다고 한다. 다만 큰 것일수록 확률이...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000143292
31,자동차물먹은  부식악취 뒤탈많다,2002.08.12.,‘천재지변으로 인한 피해는 보험사가 보상하지 않는다’는 규정이 없어지고 99년 5월부터 보험계약자들은 태풍 홍수 해일 등으로 주정차 차량이 수해를 입었다면 보상받을 수 있다. ▽습기제거는 차 바닥에서부터...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000145425
32,과학재일 한국인 과학자 새 해저단층 발견,2002.08.18.,1944년 일본에서 동남해 지진으로 1200명이 목숨을 잃은 것은 바로 이 단층이 1∼5m 가량 움직이면서 해일이발생했기 때문인 것으로 분석됐다. 일본 일본해양과학기술센터 박진오 박사(34)와 카네다 요시유키 박사 등은...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=020&aid=0000146333
33,시론심상대눈물로 대관령을 넘으며,2002.09.03.,"태백산맥에 기댄 해안 지역이므로 산사태와 해일에 대한 염려는 있었지만, 하루 880㎜에 이르는 폭우가 쏟아져 시가지가 흙탕물에 잠기리라고는 예상치 못했다. 다음날 아침 TV를 통해 바라본 고향의모습은 그 자체가...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000149299
34,속출하는 기상이변재앙은 계속된다,2002.09.04.,정확한 원인은 규명되지 않았지만 엘니뇨 현상이 나타날 때마다 페루 등 세계 곳곳에서 홍수 해일 가뭄 등... 기상청에 따르면 이 기간중 홍수 한파 가뭄 폭염 폭설 해일 등 55건의 기상이변이 일어나 세계적으로...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000149488
35,노사정위 성과와 현주소환란극복서 초라한 말년,2002.09.12.,경영계도 ‘구조조정의 해일’이 몰아치자 5대 그룹 총수들이 ‘빅딜’을 발표해 손발과도 같은 계열사들을 잘라냈다. 또 5개 시중은행이 퇴출당했고 수많은 기업들이 자산매각이나 지분매각 등에 적극 나섰다. 그러나...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000150907
36,릴레이 컨설팅5천만원으로 2천만원 벌기,2002.09.16.,좋은 상가의 조건은 △1층에 있으며△개점 시점이 분양을 받은 해일 것 △주변 상권이 어느 정도 검증된 곳일 것 등이었다. 하지만 막상 이런 조건을 만족시키는 상가를 찾기는 어려웠다. 분양 상가 대부분이 길게는...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000151585
37,사설예산 나눠먹기엔 도 없다,2002.10.29.,내년은 새 정권이 시작하는 첫해일 뿐 아니라 국민의 혈세로 공적자금을 상환하는 첫해가 된다. 어느 때보다도 철저하게 예산을 심의해 불필요한 지출을 막아야 한다. 여당이건 야당이건 대통령선거라는 국민의 심판을...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000158891
38,음악공연 역시 조용필 준비된 열광,2002.12.01.,살다보면 해일이나 먹구름이 몰려올 때가 있다. 실패를 하지 않을 사람이 있는가. 나도 인기인으로 산전수전 다 겪었다. 그러나 신념(뿌리)을 곧게 가지고 가면 언젠가 그 미몽이 걷히고 인생을 만들어갈 수 있다. ”...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=103&oid=020&aid=0000164883
39,공연리뷰조용필 콘서트 뮤지컬같은 150분 빅쇼,2002.12.08.,무대 전면에 펼쳐진 대형 스크린에 거대한 해일의 영상이 투사되면서 ‘생명’을 부르는 가수를집어삼킬 듯한 이미지를 연출했다. 순간 가수는 위대한 자연 앞에 생명의 뜨거운 줄기를 부여잡고 있는 ‘작지만 큰’...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=103&oid=020&aid=0000166286
40,사고 사망 위자료 최고 4500만원,2002.12.10.,태풍 홍수 해일 등 자연재해에 의한 자기신체사고도 마찬가지로 보상받는다. 지금까지는 자연재해의 경우 차량 손해만 보상이 됐다. 최근 널리 보급되는 휴대전화 노트북 캠코더 골프채 등 소지품에 대한 손해도 1인당...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000166702
41, 포린어페이스 분석헷갈리는 부시 외교,2002.12.26.,더구나 이라크 침공으로 이라크가 중동 전역에 민주화의 해일을 일으킬진원지가 되기는커녕 반미주의라는 지진의 진앙이 될 우려가 있다. 이를저지하기 위해 중동 독재국가들은 통제를 더욱 강화해 민주화는 오히려...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000169705
42,시론김우룡 혼란이 언론 탓이라니,2003.05.26.,"부정부패와 같은 도덕적 무질서, 성수대교의 붕괴나 삼풍백화점 참사와 같은 기술적 무질서, 시위와 파업과 같은 사회적 무질서, 그리고 홍수 지진 해일 등 자연적 무질서가 그것이다. 물론 언론의 기능은 비판하고...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000189223
43,자연과 삶최성각3보1배는 고단위 평화운동,2003.06.06.,"또한 해일과 태풍이 오기 전에 모든 생명체에게 재해의 예감을 느끼게 하고 자연의 파괴력을 완화시키기도 하는, 은혜로운 땅입니다. ”갯벌은 신비로운 생명의 격전장이며, 자연의 질서가 완벽하게 구현된 어머니의...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000190900
44,지구를 흔드는 태양과 소행성 동아사이언스 대중강연회,2003.07.06.,최근 미국 연구팀의 시뮬레이션에서는 지름 6km크기의 소행성이 태평양 한가운데 떨어지면 파고 430m인 해일이 일어나고 높이 40m인 ‘물의 장벽’이 도쿄 시내를 집어삼키는 것으로 나타났다. 태양도 영원한 신비의...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=105&oid=020&aid=0000195427
45,재테크풍수해도 특약들면 보상,2003.07.14.,풍수재 특약은 태풍 회오리바람 폭풍우 홍수 해일 범람 등으로 피해를 보거나 긴급대피에 필요한 조치로 생긴 손해를 보상한다. 보상한도는 보험가입금액 범위에서 실제 피해금액이 해당된다. 그러나 △풍수해 이후...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000196714
46,법원 새만금사업 잠정중단 결정1조5000억 물거품 위기,2003.07.15.,보강 공사 이후에도 해일이나 태풍으로 방조제 밑단의 토석이 유실되는 것을 방지하려면 매년 유지 관리비를 추가로 투입해야 한다. ▽수질오염 법적논쟁=이번에 법원이 집행정지 결정을 내린 근거는 새만금 간척지...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000197012
47,법원 새만금 보강공사 허용유실붕괴 방지 범위내에서,2003.07.19.,"앞으로 보강공사는 물막이 공사를 이미 시행한 2호 방조제와 4호 방조제 부분의 경우 해일, 파랑으로 인한 유실 및 붕괴 위험을 방지할 수 있는 범위 내에서 허용된다. 또 2호, 4호 방조제의 배수갑문 토목, 기계, 전기...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000197496
48,농림부법원 보강공사 결정 해석 엇갈려,2003.07.19.,즉 4호 방조제의 물막이 공사가 서둘러 진행되는 바람에 보강공사가 이뤄지지 않을 경우 모래나 작은 돌들이 해일이나 파도 등에 유실돼 큰 환경적 재해가 생길 가능성을 우려할 수밖에 없다고 농림부 관계자들은 말한다....,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000197505
49,새만금 법정공방 2라운드방조제 보강공사 적법성 갈등,2003.07.23.,"문제는 2호 방조제와 4호 방조제의 물막이 공사를 시행한 부분의 경우 해일, 파랑으로 인한 유실 및 붕괴 위험을 방지할 수 있는 범위 내에서 필요한 보강공사는 허용키로 했다. 법원으로서는 불가피한 측면이 있었지만...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000198086
50,사설태풍피해 복구의 삽질 시작하자,2003.09.13.,해일 경보에 따라 다른 지역에서는 철저한 주민 대피 조치로 인명피해를 줄인 데 비해 마산에서는 다수 주민이 해일이 오는 줄도 모르고 있다가 수장됐다고 한다. 마산시 재해대책본부를 비롯한 행정 경찰 공무원들은 그...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000204984
51,태풍 강타 100여명 사망 실종147만가구 정전사태,2003.09.13.,"살인적인 강풍과 폭우, 해일을 동반한 제14호 태풍 ‘매미’가 12일 오후부터 13일 새벽까지 한반도를... ▽인명 및 재산 피해=폭우와 산사태, 해일로 인해 주택 및 건물이 매몰되는 등 피해가 컸다. 13일 오후 5시...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000205027
52,태풍 매미 남부 강타매미 광풍에 길 끊기고 도시 마비,2003.09.13.,특히 부산과 경남 등 남해안 지역에서는 해일까지 겹치면서 최악의 인명 및 재산피해를 기록했다. ▽인명... 부산에서는 대형 여객선을 개조해 지은 해상관광호텔 ‘페리스 플로텔’이 해일의 영향으로 육상...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000205024
53,태풍 매미 남부 강타빠른 강제 대피령 부산주민 살렸다,2003.09.13.,상습 해일피해 지역 500여명의 주민들에게 강제 대피명령을 내렸다. 서구청과 서부경찰서 직원들은 태풍이... 영도구청과 영도경찰서도 12일 8시경 부산 영도구 남항동 방파제 일대가 만조에다 태풍으로 해일의 우려가...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000205048
54,태풍 매미 남부 강타대피명령 없어 노래방서 참변,2003.09.13.,만조기여서 해일 피해가 예보됐는데도 당국은 주민들을 대상으로 사전 대피조치도 취하지 않았다”며... 수백개의 상가와 점포는 강풍에 해일까지 덮쳐 형체조차 알아보기 힘들 정도로 부서져 있었다. 대형 건물들의...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000205049
55,태풍 매미 남부 강타한포기라도 더 피해지역 구슬땀,2003.09.14.,육군 제53사단 장병들은 13일에 이어 14일에도 해운대와 다대포해수욕장 등 해일 피해 지역을 중심으로 복구 작업을 벌이고 있다. 한국전력 부산지사는 전기공급이 중단된 부산과 김해 양산 울산지역 33만 가구에 대해...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=020&aid=0000205127
56,부산경남태풍피해 에 10억 융자,2003.09.15.,"부산시는 해일피해를 입은 서구, 영도구, 남구, 수영구, 강서구, 해운대구, 기장군 등 해안지역의 생선횟집을 비롯한 영업시설에 대해 금융지원을 해 주기로 했다. 지원 금액은 한 가구당 5000만원 이내로 연리 3%의 금리에...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000205306
57,행자부장관이 정치하고 다니니 재해대책이 이모양,2003.09.15.,한나라당 이원형(李源炯) 의원은 “태풍이 제주도에서 순간 최대 풍속이 초속 60m를 넘었다면 정부는 당연히 해일 동반을 예측하고 대비를 했어야 했다”며 “일부 피해 지역 동사무소는 민원인 전화도 받지 않는 등 손을...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000205336
58,시론정동주우찌 살꼬우찌 살꼬,2003.09.15.,포구에 매어 둔 배들이 해일에 떠밀려 바닷가에서 한참 멀리 떨어진 논까지 와서 나뒹굴고 있다. ‘노아의 방주’ 이야기를 떠올리게 하는 장면이다. ▼폐허의 농어촌 안타까운 오열 ▼ 매미가 오기 이틀 전 저녁에 장군...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000205315
59,횡설수설오명철제주 돌담,2003.09.15.,"해일이 몰아친 성산포 등 바다쪽 돌담은 일부 무너져 내린 곳이 있지만 산과 들의 돌담은 별다른 손상을 입지 않았다고 한다. 제주의 산과 들, 해안가에 널려 있는 돌을 대충대충 쌓은 것 같지만 돌과 돌 사이가 성글고...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=110&oid=020&aid=0000205322
60,부산경남동서남북국가공단의 허술한 안전 인프라,2003.09.16.,특히 어느 공단지역보다 기반시설이 탄탄하고 안전해야 할 국가공단인 녹산공단의 경우 해안 매립지에 조성됐지만 해일에 대비한 시설을 전혀 갖추지 않아 처참하게 파괴됐다. 녹산공단의 해안 쪽에 있는 공장들은 2차선...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000205381
61,부산경남예비군대학생들도 수해복구 나섰다,2003.09.16.,또 울주군 서생면 신암리 등 해일 때문에 침수된 60여가구에 대한 청소를 실시했다. 정전으로 12일부터 공장가동이 중단되거나 강풍으로 공장 건물이 파손된 온산공단내 에쓰-오일과 울산석유화학공단내 SK㈜ 등 울산...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000205380
62,이 아침에 만나는 시오정국 숟가락 입에 물고,2003.09.16.,"‘매미’는 1000t짜리 항만 크레인을 엿가락처럼 휘게 하고, 해일을 일으켜 어장을 쑥대밭으로 흔들고 지나갔다. 또 가을걷이 앞둔 곡식들로 황금물결 쳐야 할 ‘지상의 눈부신 밥상’을 송두리째 부수었다. 인간과 문명의...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=103&oid=020&aid=0000205414
63,특별재해지역 24일께 선포태풍피해 입은 지역 대상,2003.09.16.,"특별교부세를 신속하게 피해지역에 골고루 집행할 수 있도록 하라”고 지시했다. 노 대통령은 이어 경남 마산시 해일사태에 의한 인명 피해와 관련, “피해 원인을 철저히 분석하고 재발 방지 대책을 마련하라”고 주문했다.",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=020&aid=0000205427
64,동부 이사벨 상륙 초비상,2003.09.18.,"미 국립해양대기청(NOAA)은 “1933년 이후 지금까지 어떤 폭풍도 이사벨과 같은 경로로 이동한 적이 없다”면서 “이사벨이 직각 방향으로 해안에 접근함으로써 더 큰 해일과 높은 파도, 강풍이 몰아쳐 피해가 더 클 수...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=020&aid=0000205867
65,부산경남태풍피해 우린 그런거 몰라요,2003.09.18.,▽경남=창원시 두산중공업은 마산만에 바로 인접해 이번 태풍 때 초속 40m가 넘는 강풍이 불고 공장 일부지역이 해일에 1.2m 높이까지 침수됐지만 야외 작업장과 공장 외벽 일부만 파손되는데 그쳐 다른 업체에 비해 피해가...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000205896
66,기자의 눈강정훈조상이 물려준 방풍림의 교훈,2003.09.19.,"해일 등 바닷물의 침범과 태풍을 막기 위해 400여년 전 조성된 대규모 인공조림 숲인 ‘물건방조어부림... 1994년 경남의 해안방풍림을 조사했던 경남도 송호룡 지적과장은 “태풍과 해일을 막아내는 데 방풍, 방조림...",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=020&aid=0000206000
